Bombarral, 150.8, 83.4,-0.446949602
Cadaval, 66.3, 644.9,8.726998492
Caldas da Rainha, 819.9," 2,047.4",1.497133797
Lourinhã, 262.5, 750.9,1.860571429
Nazaré, 585.6," 1,282.4",1.18989071
Óbidos, 619.5," 1,688.0",1.724778047
Peniche, 435.7," 1,853.9",3.254991967
Sobral de Monte Agraço, 91.9," 1,229.2",12.37540805
Torres Vedras, 336.5," 2,319.4",5.892719168
Médio Tejo," 3,305.3"," 12,874.4",2.895077603
Abrantes, 470.3," 1,673.1",2.557516479
Alcanena, 317.6, 606.7,0.910264484
Constância, 101.5," 1,038.0",9.226600985
Entroncamento, 144.9," 1,287.1",7.882677709
Ferreira do Zêzere, 316.7, 492.6,0.555415219
Mação, 317.1," 1,090.4",2.438662882
Ourém, 361.1," 2,393.3",5.627803932
Sardoal, 18.7, 842.7,44.06417112
Tomar, 457.3, 538.4,0.177345288
Torres Novas, 565.6," 1,968.1",2.47966761
Vila Nova da Barquinha, 234.5, 944.0,3.025586354
Lezíria do Tejo," 6,019.9"," 13,070.3",1.171182246
Almeirim, 399.8," 1,426.5",2.568034017
Alpiarça, 121.9," 1,189.6",8.758818704
Azambuja, 756.1, 428.0,-0.43393731
Benavente, 724.0," 1,679.1",1.319198895
Cartaxo, 345.0, 809.3,1.345797101
Chamusca, 551.1, 920.2,0.669751406
Coruche, 815.1," 1,535.7",0.884063305
Golegã, 62.5," 1,753.8",27.0608
Rio Maior, 426.4," 1,075.7",1.522748593
Salvaterra de Magos, 239.2, 982.9,3.109113712
Santarém," 1,578.9"," 1,269.6",-0.195895877
Grande Lisboa," 40,151.0"," 78,345.7",0.951276431
Grande Lisboa," 40,151.0"," 78,345.7",0.951276431
Amadora," 3,040.2"," 3,470.4",0.141503848
Cascais," 2,557.7"," 10,083.9",2.942565586
Lisboa," 15,407.7"," 39,526.8",1.565392628
Loures," 3,376.3"," 3,131.7",-0.072446169
Mafra, 442.8," 2,711.2",5.122854562
Odivelas,//," 2,522.7",#DIV/0!
Oeiras," 9,244.9"," 7,179.6",-0.223398847
Sintra," 3,699.0"," 5,982.5",0.617329008
Vila Franca de Xira," 2,382.3"," 3,736.9",0.568610167
Península de Setúbal," 19,840.0"," 33,413.7",0.684158266
Península de Setúbal," 19,840.0"," 33,413.7",0.684158266
Alcochete, 513.5, 395.8,-0.229211295
Almada," 4,488.6"," 7,563.1",0.684957448
Barreiro, 709.6," 1,973.4",1.781003382
Moita," 1,636.5", 830.1,-0.492758937
Montijo," 1,335.7"," 2,132.3",0.596391405
Palmela," 1,419.6"," 5,146.5",2.625316991
Seixal," 5,354.0"," 3,799.1",-0.290418379
Sesimbra," 1,774.8"," 2,266.0",0.276763579
Setúbal," 2,607.9"," 9,307.4",2.568925189
Alentejo," 24,325.2"," 64,582.3",1.654954533
Alentejo Litoral," 3,552.5"," 9,857.9",1.774919071
Alcácer do Sal," 1,055.1"," 2,029.0",0.92304047
Grândola, 676.5," 1,907.3",1.819364375
Odemira, 595.8," 1,135.6",0.906008728
Santiago do Cacém, 546.8," 1,958.4",2.581565472
Sines, 678.2," 2,827.6",3.169271601
Baixo Alentejo," 6,793.1"," 19,627.0",1.889255274
Aljustrel, 705.0," 1,988.3",1.820283688
Almodôvar, 445.6," 1,861.6",3.177737882
Alvito, 394.4, 501.5,0.271551724
Barrancos, 158.8, 234.1,0.47418136
Beja," 1,587.8"," 2,701.8",0.701599698
Castro Verde, 675.3," 3,112.3",3.608766474
Cuba, 216.6, 291.2,0.344413666
Ferreira do Alentejo, 270.9," 1,103.4",3.073089701
Mértola, 553.7, 710.4,0.283005237
Moura, 703.7," 1,819.3",1.58533466
Ourique, 207.7, 390.9,0.882041406
Serpa, 431.8," 3,648.5",7.449513664
Vidigueira, 441.8," 1,263.7",1.860344047
Alto Alentejo," 5,566.1"," 14,919.7",1.68045849
Alter do Chão, 594.8, 910.6,0.530934768
Arronches, 202.4, 684.0,2.37944664
Avis, 208.3, 957.9,3.598655785
Campo Maior, 227.1, 766.5,2.375165125
Castelo de Vide, 486.6, 163.6,-0.66378956
Crato, 374.7, 422.4,0.127301841
Elvas, 390.8," 2,348.8",5.010235415
Fronteira, 31.5, 509.5,15.17460317
Gavião, 136.3, 368.6,1.704328687
Marvão, 58.4, 193.7,2.316780822
Monforte, 209.7, 514.8,1.454935622
Nisa, 509.6, 679.9,0.334183673
Ponte de Sor, 542.8," 2,630.9",3.846904937
Portalegre," 1,005.4"," 3,397.3",2.379053113
Sousel, 587.8, 371.3,-0.368322559
Alentejo Central," 8,413.5"," 20,177.6",1.398240922
Alandroal, 58.8," 1,074.1",17.2670068
Arraiolos, 558.7," 1,746.6",2.126185788
Borba, 110.3, 582.7,4.282864914
Estremoz, 749.2, 620.9,-0.171249333
Évora," 2,864.0"," 1,885.3",-0.34172486
Montemor-o-Novo, 959.4," 2,183.1",1.275484678
Mora, 165.6, 701.4,3.235507246
Mourão, 82.8, 470.6,4.683574879
Portel, 414.6," 1,573.0",2.794018331
Redondo, 324.0," 2,330.5",6.192901235
Reguengos de Monsaraz, 931.3," 2,647.6",1.842907763
Vendas Novas, 691.5, 836.2,0.209255242
Viana do Alentejo, 378.0," 3,249.6",7.596825397
Vila Viçosa, 125.4, 276.0,1.200956938
Algarve," 8,352.4"," 30,643.2",2.668789809
Algarve," 8,352.4"," 30,643.2",2.668789809
Albufeira, 628.8," 2,986.5",3.749522901
Alcoutim, 60.2, 702.2,10.66445183
Aljezur, 331.5, 794.3,1.396078431
Castro Marim, 212.0," 1,001.4",3.723584906
Faro," 1,073.2"," 1,564.1",0.45741707
Lagoa," 1,123.3"," 3,300.0",1.937772634
Lagos, 772.8," 4,050.0",4.24068323
Loulé," 1,192.2"," 5,090.2",3.26958564
Monchique, 54.0, 309.3,4.727777778
Olhão, 184.6," 1,233.8",5.683640303
Portimão, 630.5," 2,670.3",3.235210151
São Brás de Alportel, 137.1," 1,363.8",8.947483589
Silves, 590.3," 2,347.8",2.977299678
Tavira, 520.7," 1,427.1",1.740733628
Vila do Bispo, 28.5, 460.8,15.16842105
Vila Real de Santo António, 812.7," 1,341.6",0.650793651
Região Autónoma dos Açores," 5,613.5"," 13,607.0",1.42397791
Região Autónoma dos Açores," 5,613.5"," 13,607.0",1.42397791
Ilha de Santa Maria, 2.9, 257.3,87.72413793
Vila do Porto, 2.9, 257.3,87.72413793
Ilha de São Miguel," 2,393.9"," 4,890.3",1.04281716
Lagoa [R.A.A.]," 1,205.4", 531.4,-0.559150489
Nordeste, 57.3, 211.2,2.685863874
Ponta Delgada, 549.0," 2,958.1",4.388160291
Povoação, 331.5, 147.6,-0.554751131
Ribeira Grande, 182.7, 731.1,3.001642036
Vila Franca do Campo, 68.0, 310.8,3.570588235
Ilha Terceira, 928.6," 3,755.1",3.043829421
Angra do Heroísmo, 465.6," 1,945.0",3.177405498
Vila da Praia da Vitória, 463.0," 1,810.1",2.90950324
Ilha Graciosa, 448.9, 481.7,0.073067498
Santa Cruz da Graciosa, 448.9, 481.7,0.073067498
Ilha de São Jorge, 853.8, 281.9,-0.669829
Calheta [R.A.A.], 295.7, 135.9,-0.54041258
Velas, 558.1, 146.0,-0.738398137
Ilha do Pico, 348.5," 1,783.2",4.116786227
Lajes do Pico, 138.0, 122.8,-0.110144928
Madalena, 140.8, 729.3,4.1796875
São Roque do Pico, 69.7, 931.2,12.36011478
Ilha do Faial, 556.9, 507.4,-0.088884899
Horta, 556.9, 507.4,-0.088884899
Ilha das Flores, 70.3," 1,589.6",21.6116643
Lajes das Flores, 70.3," 1,430.7",19.35135135
Santa Cruz das Flores, 0.0, 158.9,#DIV/0!
Ilha do Corvo, 9.8, 60.5,5.173469388
Corvo, 9.8, 60.5,5.173469388
Região Autónoma da Madeira," 4,291.0"," 10,194.6",1.375809835
Região Autónoma da Madeira," 4,291.0"," 10,194.6",1.375809835
Ilha da Madeira," 4,136.7"," 9,470.1",1.289288563
Calheta [R.A.M.], 221.8, 226.7,0.022091975
Câmara de Lobos, 279.5, 781.4,1.795706619
Funchal," 2,222.5"," 4,933.5",1.219797525
Machico, 224.4," 1,781.6",6.939393939
Ponta do Sol, 248.7, 286.9,0.153598713
Porto Moniz, 439.5, 155.9,-0.645278726
Ribeira Brava, 79.4, 409.7,4.159949622
Santa Cruz, 116.6, 323.6,1.775300172
Santana, 214.5, 212.4,-0.00979021
São Vicente, 89.9, 358.3,2.985539488
Ilha de Porto Santo, 154.3, 724.5,3.695398574
Porto Santo, 154.3, 724.5,3.695398574
